Datetime,low,open,close,high,volume,num_trades,price_outlier,volume_outlier
2022-01-14 00:00:00+00:00,474.21401583,476.83560534,476.78234806,477.02756026,79.01,148,False,False
2022-01-14 00:01:00+00:00,474.34062757,474.40585234,476.72516229,479.53535354,71.78,145,False,False
2022-01-14 00:02:00+00:00,473.51309616,474.31111469,475.88967027,476.90300607,430.94,171,False,False
2022-01-14 00:03:00+00:00,473.21467038,475.89157742,475.60522586,475.89296010,176.41,127,False,False
2022-01-14 00:04:00+00:00,472.69885602,473.00070351,475.23713979,475.37872201,334.25,146,False,False
2022-01-14 00:05:00+00:00,472.79082191,472.87572298,475.16441822,475.25349310,92.19,152,False,False
2022-01-14 00:06:00+00:00,472.74973683,472.78338626,472.82196192,475.42603596,147.94,143,False,False
2022-01-14 00:07:00+00:00,472.58393608,475.19828089,472.81573270,475.19833373,110.77,134,False,False
2022-01-14 00:08:00+00:00,472.72135314,475.25858540,472.95225147,475.56308850,116.96,131,False,False
2022-01-14 00:09:00+00:00,472.67407753,475.32640478,475.29109273,475.54003037,110.36,119,False,False
2022-01-14 00:10:00+00:00,472.66899837,475.28983335,475.64538380,475.66246740,331.21,134,False,False
2022-01-14 00:11:00+00:00,473.03058638,475.64687464,475.77009791,475.79248010,154.76,148,False,False
2022-01-14 00:12:00+00:00,473.36668338,473.39397258,475.78401100,475.79665158,64.45,128,False,False
2022-01-14 00:13:00+00:00,473.36230971,475.78426649,473.37333936,476.00614652,109.49,145,False,False
2022-01-14 00:14:00+00:00,473.28894223,475.74852730,473.78323157,476.36194539,378.12,134,False,False
2022-01-14 00:15:00+00:00,474.00810320,476.30164466,474.34615618,476.81927609,354.67,144,False,False
2022-01-14 00:16:00+00:00,474.34178743,474.34387129,474.73945958,477.06861182,293.31,136,False,False
2022-01-14 00:17:00+00:00,474.72873783,474.73264678,477.41777347,477.51891302,190.08,117,False,False
2022-01-14 00:18:00+00:00,475.03824038,477.42223520,477.75676402,478.01726996,207.39,135,False,False
2022-01-14 00:19:00+00:00,475.31070075,475.37080545,475.31419856,477.75660638,45.72,117,False,False
2022-01-14 00:20:00+00:00,475.30589860,475.31066127,477.70660364,477.72464625,67.99,142,False,False
2022-01-14 00:21:00+00:00,475.28723679,477.68553582,475.31060371,477.72475341,98.54,123,False,False
2022-01-14 00:22:00+00:00,475.04570787,477.66904228,477.67854276,477.90890251,47.52,130,False,False
2022-01-14 00:23:00+00:00,474.98586546,477.67427813,475.22578784,477.70712319,125.54,134,False,False
2022-01-14 00:24:00+00:00,475.17745694,477.60927914,475.24025064,478.83333333,75.22,113,False,False
2022-01-14 00:25:00+00:00,475.00848063,475.23986166,475.24714731,477.74445017,142.42,119,False,False
2022-01-14 00:26:00+00:00,475.07576629,477.63917945,475.27509232,477.71193672,123.46,130,False,False
2022-01-14 00:27:00+00:00,474.97319599,475.27316070,475.21174439,477.90688705,70.69,137,False,False
2022-01-14 00:28:00+00:00,474.98113381,477.57375849,475.18307475,477.61871875,118.44,158,False,False
2022-01-14 00:29:00+00:00,475.07889919,475.18192875,477.46417831,477.81187281,133.10,142,False,False
2022-01-14 00:30:00+00:00,474.84078553,477.46080716,475.18074527,477.80448246,89.09,133,False,False
2022-01-14 00:31:00+00:00,474.92016515,475.18057875,475.15180954,477.78238575,37.70,134,False,False
2022-01-14 00:32:00+00:00,474.92982666,477.53573102,477.55941514,477.55941514,103.79,121,False,False
2022-01-14 00:33:00+00:00,475.17435540,475.17435540,478.10687722,478.11726409,274.62,120,False,False
2022-01-14 00:34:00+00:00,475.47403141,478.09411709,478.37782291,478.38171329,173.18,129,False,False
2022-01-14 00:35:00+00:00,475.99160066,475.99354042,476.55519625,478.95069717,296.64,111,False,False
2022-01-14 00:36:00+00:00,476.64075573,476.64254944,479.73825921,479.76970480,409.10,125,False,False
2022-01-14 00:37:00+00:00,476.95604814,479.72035853,479.59106127,479.84026360,127.05,144,False,False
2022-01-14 00:38:00+00:00,477.19312402,477.19387171,480.18617289,480.27478510,364.91,121,False,False
2022-01-14 00:39:00+00:00,477.54847239,477.79008824,477.78539474,480.19213909,52.76,127,False,False
2022-01-14 00:40:00+00:00,477.76963550,477.78518116,477.77059945,480.44377475,79.85,129,False,False
2022-01-14 00:41:00+00:00,477.74141987,480.16840002,477.74675330,480.17572735,64.95,122,False,False
2022-01-14 00:42:00+00:00,477.71961740,477.74423841,480.28996191,480.42315928,180.04,111,False,False
2022-01-14 00:43:00+00:00,477.89075936,480.29056019,477.89854675,480.35219743,99.57,131,False,False
2022-01-14 00:44:00+00:00,477.90122620,480.29963270,478.00051116,480.40409558,120.50,156,False,False
2022-01-14 00:45:00+00:00,477.97775760,477.98200529,480.40638576,480.49863448,128.41,137,False,False
2022-01-14 00:46:00+00:00,477.98989800,478.00149663,480.43099365,480.44040346,82.48,146,False,False
2022-01-14 00:47:00+00:00,477.82536216,478.03200473,480.49976878,480.51024979,56.47,112,False,False
2022-01-14 00:48:00+00:00,478.04735332,478.06323919,478.05285961,480.71247879,81.29,128,False,False
2022-01-14 00:49:00+00:00,478.03196304,480.45007205,480.44241662,480.47284779,65.36,137,False,False
2022-01-14 00:50:00+00:00,478.08248362,480.44266307,480.52224808,480.80872547,171.68,152,False,False
2022-01-14 00:51:00+00:00,478.12148899,478.16349183,480.52157958,480.77433672,61.03,157,False,False
2022-01-14 00:52:00+00:00,478.08592182,480.50964841,480.51023357,480.73903336,70.08,129,False,False
2022-01-14 00:53:00+00:00,478.09865599,480.52398445,480.91605755,480.92662617,241.93,136,False,False
2022-01-14 00:54:00+00:00,478.50147507,478.50217693,478.82768274,481.44944253,239.73,163,False,False
2022-01-14 00:55:00+00:00,478.60759128,478.82805438,479.09991622,481.52399366,208.69,149,False,False
2022-01-14 00:56:00+00:00,479.01058778,479.23262773,481.64653432,481.66590175,115.02,129,False,False
2022-01-14 00:57:00+00:00,479.22449818,479.24060491,481.64587215,481.69742194,96.36,132,False,False
2022-01-14 00:58:00+00:00,478.75333184,481.64731398,478.97658279,481.64731398,158.95,119,False,False
2022-01-14 00:59:00+00:00,479.27438704,481.74914113,482.00201421,482.17346314,322.48,148,False,False
2022-01-14 01:00:00+00:00,479.56116170,479.59218851,479.56226974,482.21176403,78.27,122,False,False
2022-01-14 01:01:00+00:00,479.54290955,479.55762034,479.65775480,482.20182457,98.59,135,False,False
2022-01-14 01:02:00+00:00,479.47260050,482.05501563,479.47620819,482.05973931,125.82,127,False,False
2022-01-14 01:03:00+00:00,479.14882410,479.47157060,479.37158229,481.88340267,92.12,140,False,False
2022-01-14 01:04:00+00:00,479.37229643,481.78006523,479.40389874,482.04822432,44.93,110,False,False
2022-01-14 01:05:00+00:00,479.15785153,481.81200309,479.40476863,481.81871472,100.83,144,False,False
2022-01-14 01:06:00+00:00,479.40169195,481.80889919,479.48923355,481.91297533,67.07,120,False,False
2022-01-14 01:07:00+00:00,479.26376059,481.91307371,481.75223228,481.91312621,104.07,139,False,False
2022-01-14 01:08:00+00:00,479.07117001,479.34508732,479.29829539,481.95931103,56.29,119,False,False
