Datetime,low,open,close,high,volume,num_trades,price_outlier,volume_outlier
2022-01-29 00:00:00+00:00,1.67439935,1.67523172,1.67439935,1.67523172,1083.26,2,False,False
2022-01-29 00:03:00+00:00,1.67545555,1.68331716,1.68440133,1.68440133,2457.36,3,False,False
2022-01-29 00:07:00+00:00,1.68746802,1.68746802,1.69038651,1.69038651,2342.07,3,False,False
2022-01-29 00:08:00+00:00,1.68285735,1.68285735,1.68285735,1.68285735,6.95,1,False,False
2022-01-29 00:10:00+00:00,1.68256542,1.68256542,1.68256542,1.68256542,371.25,1,False,False
2022-01-29 00:11:00+00:00,1.69094651,1.69094651,1.69518791,1.69518791,2603.17,3,False,False
2022-01-29 00:12:00+00:00,1.69679000,1.69679000,1.69679000,1.69679000,750.79,1,False,False
2022-01-29 00:15:00+00:00,1.68960447,1.69790679,1.68960447,1.69790679,1127.63,2,False,False
2022-01-29 00:18:00+00:00,1.68903503,1.68903503,1.68903503,1.68903503,280.68,1,False,False
2022-01-29 00:19:00+00:00,1.68820352,1.68820352,1.69726391,1.69726391,1043.01,2,False,False
2022-01-29 00:20:00+00:00,1.69796197,1.69796197,1.71038037,1.71038037,8009.64,9,False,False
2022-01-29 00:21:00+00:00,1.70316094,1.71086136,1.70316094,1.71136299,635.12,3,False,False
2022-01-29 00:23:00+00:00,1.70262529,1.70262529,1.70262529,1.70262529,287.95,1,False,False
2022-01-29 00:24:00+00:00,1.69987302,1.70135280,1.69987302,1.70135280,1362.44,5,False,False
2022-01-29 00:25:00+00:00,1.70810350,1.70810350,1.70810350,1.70810350,1.85,1,False,False
2022-01-29 00:28:00+00:00,1.70840860,1.70840860,1.70929197,1.70929197,1118.77,2,False,False
2022-01-29 00:30:00+00:00,1.69837551,1.70131449,1.69837551,1.70131449,2222.12,5,False,False
2022-01-29 00:31:00+00:00,1.70645012,1.70645012,1.70645012,1.70645012,81.88,1,False,False
2022-01-29 00:38:00+00:00,1.69568724,1.69568724,1.69568724,1.69568724,450.00,1,False,False
2022-01-29 00:50:00+00:00,1.69304914,1.69405296,1.69304914,1.69405296,1284.15,2,False,False
2022-01-29 00:53:00+00:00,1.70187395,1.70187395,1.70187395,1.70187395,460.55,1,False,False
2022-01-29 00:57:00+00:00,1.70203158,1.70203158,1.70203158,1.70203158,342.56,1,False,False
2022-01-29 00:58:00+00:00,1.69543936,1.70386251,1.69543936,1.70386251,497.71,2,False,False
2022-01-29 00:59:00+00:00,1.69430159,1.69430159,1.69430159,1.69430159,704.17,1,False,False
2022-01-29 01:01:00+00:00,1.70254728,1.70254728,1.70254728,1.70254728,376.34,1,False,False
2022-01-29 01:02:00+00:00,1.69403093,1.69403093,1.69403093,1.69403093,396.50,1,False,False
2022-01-29 01:03:00+00:00,1.69362386,1.69362386,1.69362386,1.69362386,124.50,1,False,False
2022-01-29 01:05:00+00:00,1.69295555,1.69295555,1.69295555,1.69295555,80.00,1,False,False
2022-01-29 01:07:00+00:00,1.70141283,1.70141283,1.70141283,1.70141283,29.87,1,False,False
2022-01-29 01:10:00+00:00,1.69242744,1.69242744,1.69242744,1.69242744,660.00,1,False,False
2022-01-29 01:13:00+00:00,1.70107983,1.70107983,1.70107983,1.70107983,863.92,1,False,False
2022-01-29 01:15:00+00:00,1.70203111,1.70203111,1.70432164,1.70432164,1656.72,3,False,False
2022-01-29 01:18:00+00:00,1.69491017,1.69561698,1.69491017,1.69561698,904.35,2,False,False
2022-01-29 01:23:00+00:00,1.69152365,1.69398305,1.69152365,1.69398305,1614.24,4,False,False
2022-01-29 01:24:00+00:00,1.69135184,1.69135184,1.69135184,1.69135184,131.64,1,False,False
2022-01-29 01:25:00+00:00,1.68505339,1.69048241,1.68505339,1.69048241,3059.95,6,False,False
2022-01-29 01:27:00+00:00,1.68143980,1.68418029,1.68143980,1.68418029,2281.84,4,False,False
2022-01-29 01:28:00+00:00,1.67949920,1.68065001,1.67949920,1.68065001,1201.86,3,False,False
2022-01-29 01:36:00+00:00,1.67937705,1.67937705,1.67937705,1.67937705,159.42,1,False,False
2022-01-29 01:37:00+00:00,1.67830327,1.67900057,1.67830327,1.67900057,904.59,2,False,False
2022-01-29 01:38:00+00:00,1.67762381,1.67762381,1.67762381,1.67762381,309.00,1,False,False
2022-01-29 01:42:00+00:00,1.68587169,1.68587169,1.68587169,1.68587169,95.07,1,False,False
2022-01-29 01:43:00+00:00,1.68606232,1.68606232,1.68606232,1.68606232,164.59,1,False,False
2022-01-29 01:44:00+00:00,1.67702961,1.67702961,1.67702961,1.67702961,962.31,1,False,False
2022-01-29 01:46:00+00:00,1.67587845,1.67587845,1.67587845,1.67587845,426.11,1,False,False
2022-01-29 01:48:00+00:00,1.67571045,1.67571045,1.67571045,1.67571045,208.04,1,False,False
2022-01-29 01:57:00+00:00,1.68444040,1.68444040,1.68444040,1.68444040,2.97,1,False,False
2022-01-29 01:58:00+00:00,1.67660810,1.68484806,1.67660810,1.68484806,823.37,2,False,False
2022-01-29 02:02:00+00:00,1.68469920,1.68469920,1.68777366,1.68777366,2517.86,3,False,False
2022-01-29 02:03:00+00:00,1.67946860,1.67946860,1.67946860,1.67946860,47.00,1,False,False
2022-01-29 02:04:00+00:00,1.68794043,1.68794043,1.68842773,1.68842773,626.81,2,False,False
2022-01-29 02:06:00+00:00,1.68799589,1.68799589,1.68799589,1.68799589,580.51,1,False,False
2022-01-29 02:07:00+00:00,1.68862544,1.68862544,1.68934466,1.68934466,923.90,2,False,False
2022-01-29 02:08:00+00:00,1.69003665,1.69003665,1.69003665,1.69003665,206.77,1,False,False
2022-01-29 02:09:00+00:00,1.68434699,1.69057438,1.68434699,1.69187497,1667.73,3,False,False
2022-01-29 02:10:00+00:00,1.68421529,1.68429515,1.68421529,1.68429515,103.01,2,False,False
2022-01-29 02:11:00+00:00,1.68384531,1.68398621,1.68384531,1.68398621,156.07,3,False,False
2022-01-29 02:13:00+00:00,1.68045312,1.68248909,1.68045312,1.68248909,2137.00,3,False,False
2022-01-29 02:14:00+00:00,1.68958978,1.68958978,1.69351283,1.69351283,3471.19,5,False,False
2022-01-29 02:24:00+00:00,1.68545573,1.68545573,1.68545573,1.68545573,482.61,1,False,False
2022-01-29 02:25:00+00:00,1.68455200,1.68455200,1.68455200,1.68455200,682.00,1,False,False
2022-01-29 02:34:00+00:00,1.68250623,1.68250623,1.68250623,1.68250623,1249.33,1,False,False
2022-01-29 02:35:00+00:00,1.68304024,1.69073199,1.68304024,1.69073199,1327.38,2,False,False
2022-01-29 02:36:00+00:00,1.68263435,1.68263435,1.68263435,1.68263435,465.94,1,False,False
2022-01-29 02:37:00+00:00,1.68172179,1.68172179,1.68172179,1.68172179,572.00,1,False,False
2022-01-29 02:38:00+00:00,1.67780354,1.67900495,1.68619230,1.68619230,1851.12,3,False,False
2022-01-29 02:41:00+00:00,1.67764984,1.67764984,1.67764984,1.67764984,456.36,1,False,False
2022-01-29 02:43:00+00:00,1.67657645,1.67657645,1.67657645,1.67657645,897.30,1,False,False
2022-01-29 02:47:00+00:00,1.68431634,1.68431634,1.68431634,1.68431634,27.63,1,False,False
2022-01-29 02:48:00+00:00,1.68437577,1.68437577,1.68437577,1.68437577,48.94,1,False,False
2022-01-29 02:51:00+00:00,1.67570232,1.67570232,1.67570232,1.67570232,389.82,1,False,False
2022-01-29 02:54:00+00:00,1.67517097,1.67517097,1.67517097,1.67517097,300.00,1,False,False
2022-01-29 03:01:00+00:00,1.68355581,1.68355581,1.68495043,1.68495043,1796.87,2,False,False
2022-01-29 03:02:00+00:00,1.68600241,1.68600241,1.68680277,1.68680277,1029.34,2,False,False
2022-01-29 03:05:00+00:00,1.68779837,1.68779837,1.68779837,1.68779837,748.27,1,False,False
2022-01-29 03:10:00+00:00,1.67940454,1.67940454,1.67940454,1.67940454,707.16,1,False,False
2022-01-29 03:14:00+00:00,1.68764435,1.68764435,1.68764435,1.68764435,464.37,1,False,False
2022-01-29 03:15:00+00:00,1.68868339,1.68868339,1.69027503,1.69027503,2041.59,2,False,False
2022-01-29 03:17:00+00:00,1.68270632,1.68270632,1.68270632,1.68270632,50.00,1,False,False
2022-01-29 03:26:00+00:00,1.69153156,1.69153156,1.69153156,1.69153156,540.26,1,False,False
2022-01-29 03:28:00+00:00,1.69271127,1.69271127,1.69271127,1.69271127,27.53,1,False,False
2022-01-29 03:30:00+00:00,1.69350107,1.69350107,1.69495346,1.69495346,1657.17,2,False,False
2022-01-29 03:31:00+00:00,1.69571456,1.69571456,1.69571456,1.69571456,300.71,1,False,False
2022-01-29 03:36:00+00:00,1.68659369,1.68716004,1.68659369,1.68716004,728.23,2,False,False
2022-01-29 03:41:00+00:00,1.68615371,1.68679225,1.68615371,1.68679225,771.14,2,False,False
2022-01-29 03:57:00+00:00,1.68656597,1.68656597,1.68656597,1.68656597,531.30,1,False,False
2022-01-29 03:59:00+00:00,1.69475894,1.69475894,1.69475894,1.69475894,184.07,1,False,False
2022-01-29 04:04:00+00:00,1.69506998,1.69506998,1.69506998,1.69506998,212.41,1,False,False
2022-01-29 04:05:00+00:00,1.69557349,1.69557349,1.69557349,1.69557349,430.58,1,False,False
2022-01-29 04:07:00+00:00,1.69577176,1.69577176,1.69577176,1.69577176,176.55,1,False,False
2022-01-29 04:08:00+00:00,1.69630224,1.69630224,1.69755228,1.69755228,1340.35,3,False,False
2022-01-29 04:12:00+00:00,1.69930070,1.69930070,1.69930070,1.69930070,519.07,1,False,False
2022-01-29 04:14:00+00:00,1.70194030,1.70194030,1.70279733,1.70279733,799.65,3,False,False
2022-01-29 04:15:00+00:00,1.69433342,1.69433342,1.69433342,1.69433342,0.28,1,False,False
2022-01-29 04:18:00+00:00,1.70339366,1.70339366,1.70339366,1.70339366,479.59,1,False,False
2022-01-29 04:20:00+00:00,1.70405551,1.70405551,1.70405551,1.70405551,6.57,1,False,False
2022-01-29 04:21:00+00:00,1.69554545,1.69554545,1.69554821,1.69554821,3.20,2,False,False
